UO_ID,NameInIndex,case,DeathPrecision,DeathDate,BornPrecision,BirthDate,Alive precision,AliveDate,LifeLength Precision,LifeLength,aproxBirthDate,aproxDeathDate,Index Category 1,NameOnChart,OnChartCategory,On Chart: Line #,Section starting Line,LineNumber,FullTextPageNum,WikiLink,Alternate Link,Region_final,Sex or gender V2,country,continent
2075,Scymnus Chius,"case3
",,,,,fl.,-90,,,-113,-67,Geo,Scymnus Ch:,Historians and Antiquaries Lawyers,14,0,14,102,https://en.wikipedia.org/wiki/Scymnus,,,male,Greece,Europe
2076,Sebastian,case1,d.,1578,,,,,,24,1554,1578,,Sebastian,Statesmen and Warriors,4,126,130,102,https://en.wikipedia.org/wiki/Sebastian_of_Portugal,,,male,Portugal,Europe
2077,Secundus,case2,d.,615,,,,,,,570,615,H,Secundus,Historians and Antiquaries Lawyers,21,0,21,102,https://en.wikipedia.org/wiki/Secundus_of_Trent,,,male,Unknown,Unknown
2078,Sedulius,"case3
",,,,,fl.,449,,,426,472,P,Sedulius,Artists Poets,4,42,46,102,https://en.wikipedia.org/wiki/Coelius_Sedulius,,Italy,male,Unknown,Unknown
2079,Sejanus,case2,d.,31,,,,,,,-14,31,,Sejanus,Statesmen and Warriors,13,126,139,102,https://en.wikipedia.org/wiki/Sejanus,,Italy,missing from OpenRefine results,Italy,Europe
2080,"Selden, John",case1,d.,1654,,,,,,70,1584,1654,Cr,Selden,Orators and Critics &cc,19,22,41,102,https://en.wikipedia.org/wiki/John_Selden,,Great Britain,male,United Kingdom,Europe
2081,Seleucus,case1,d.,280,,,,,,78,202,280,,Seleucus,Statesmen and Warriors,2,126,128,103,https://en.wikipedia.org/wiki/Seleucus_I_Nicator,,Turky in Europe,male,Greece,Europe
2082,Selim 1st,case1,d.,1519,,,,,,54,1465,1519,,Selim 1st,Statesmen and Warriors,2,126,128,103,https://en.wikipedia.org/wiki/Selim_I,,Turky,male,Turkey,Asia|Europe
2083,Semiramis,"case3
",,,,,fl.,-760,,,-783,-737,,Semiramis,Statesmen and Warriors,1,126,127,103,https://en.wikipedia.org/wiki/Semiramis,,,female,Unknown,Unknown
2084,Sempronius Proculus,"case3
",,,,,fl.,60,,,37,83,L,Proculus,Historians and Antiquaries Lawyers,3,0,3,103,https://en.wikipedia.org/wiki/Proculus_(jurist),,,male,Unknown,Unknown
2085,Sempronius Sapiens,"case3
",,,,,fl.,-300,,,-323,-277,,Sempronius Sap:,Historians and Antiquaries Lawyers,4,0,4,103,https://en.wikipedia.org/wiki/Sempronia_(gens),,,missing from OpenRefine results,Unknown,Unknown
2086,Senacherib,case2,d.,-709,,,,,,,-754,-709,,Senacherib,Statesmen and Warriors,9,126,135,103,https://en.wikipedia.org/wiki/Sennacherib,,BLANK 2,male,Iraq|Assyrian Empire,Asia|Asia|Africa
2087,Seneca,case1,d.,65,,,,,,63,2,65,HP,Seneca,Divines and Metaphysicians &cc,18,98,116,103,https://en.wikipedia.org/wiki/Seneca_the_Younger,,Spain,missing from OpenRefine results,Spain,Europe
2088,Seneca L. A.,"case3
",,,,,fl.,65,,,42,88,P,L. Seneca,Artists Poets,6,42,48,103,https://en.wikipedia.org/wiki/Seneca_the_Younger,,Spain,male,Spain,Europe
2089,Seneca M. A.,"case3
",,,,,fl.,64,,,41,87,Cr,M. Seneca,Orators and Critics &cc,16,22,38,103,https://en.wikipedia.org/wiki/Seneca_the_Elder,,Spain,missing from OpenRefine results,Spain,Europe
2090,Serapion,"case3
",,,,,fl.,890,,,867,913,Ph,Serapion,Mathematicians &cc Physicians,5,68,73,63,https://en.wikipedia.org/wiki/Yahya_ibn_Sarafyun,,Persia,male,Unknown,Unknown
2091,Serenus,"case3
",,,,,fl.,200,,,177,223,M,Serenus,Mathematicians &cc Physicians,18,68,86,62,https://en.wikipedia.org/wiki/Serenus_of_Antinouplis,,Africa,male,Egypt,Africa|Asia
2092,Sertorius,case2,d.,-73,,,,,,,-118,-73,,Sertorius,Statesmen and Warriors,25,126,151,103,https://en.wikipedia.org/wiki/Quintus_Sertorius,,Italy,male,Italy,Europe
2093,Servetus M.,case1,d.,1553,,,,,,44,1509,1553,D,Servetus,Divines and Metaphysicians &cc,17,98,115,103,https://en.wikipedia.org/wiki/Michael_Servetus,,Spain,male,Spain,Europe
2094,Servius,"case3
",,,,,fl.,310,,,287,333,Cr,Servius,Orators and Critics &cc,19,22,41,103,https://en.wikipedia.org/wiki/Maurus_Servius_Honoratus,,Italy,male,Unknown,Unknown
2095,Sesac,case2,d.,-956,,,,,,,-1001,-956,,Sesac,Statesmen and Warriors,6,126,132,103,https://en.wikipedia.org/wiki/Shishak,,,male,Unknown,Unknown
2096,Sethosis,"case3
",,,,,fl.,-701,,,-724,-678,,Sethon,Statesmen and Warriors,2,126,128,103,https://en.wikipedia.org/wiki/Shebitku,,Africa,male,Unknown,Unknown
2097,Severus,"case3
",,,,,fl.,-30,,,-53,-7,P,Severus C.,Artists Poets,2,42,44,103,https://en.wikipedia.org/wiki/Septimius_Severus,,Africa,male,Ancient Carthage|Byzantine Empire|Libya|Ancient Rome,Africa|Europe|Africa|Europe|Africa|Asia
2098,Severus,case1,d.,211,,,,,,56,155,211,,Severus,Statesmen and Warriors,15,126,141,103,https://en.wikipedia.org/wiki/Septimius_Severus,,Africa,male,Ancient Carthage|Byzantine Empire|Libya|Ancient Rome,Africa|Europe|Africa|Europe|Africa|Asia
2099,Sextus Aelius Catus,"case3
",,,,,fl.,-201,,,-224,-178,L,Sextus,Historians and Antiquaries Lawyers,2,0,2,103,https://en.wikipedia.org/wiki/Sextus_Aelius_Paetus_Catus,,Italy,male,Unknown,Unknown
2100,Sextus Empiricus,"case3
",,,,,fl.,170,,,147,193,HP,Sextus Emp,Divines and Metaphysicians &cc,23,98,121,103,https://en.wikipedia.org/wiki/Sextus_Empiricus,,Italy,missing from OpenRefine results,Unknown,Unknown
2101,Sforza Fr.,case1,d.,1466,,,,,,66,1400,1466,,F. Sforza,Statesmen and Warriors,11,126,137,103,https://en.wikipedia.org/wiki/Francesco_I_Sforza,,Italy,male,Italy,Europe
2102,Shafei,case1,d.,819,,,,,,54,765,819,Moh,Shafei,Divines and Metaphysicians &cc,6,98,104,103,https://en.wikipedia.org/wiki/Al-Shafi%E2%80%98i,,,male,Palestinian National Authority,Asia
2103,Shakespeare,case1,d.,1616,,,,,,53,1563,1616,P,Shakespeare,Artists Poets,10,42,52,103,https://en.wikipedia.org/wiki/William_Shakespeare,,,male,United Kingdom|United Kingdom,Europe|Europe
2104,Shammai,"case3
",,,,,fl.,1450,,,1427,1473,J,Shammai,Divines and Metaphysicians &cc,1,98,99,103,https://en.wikipedia.org/wiki/Shammai,,,missing from OpenRefine results,Unknown,Unknown
2105,Shastesbury,case1,d.,1713,,,,,,42,1671,1713,Mor,Shastesbury,Divines and Metaphysicians &cc,6,98,104,103,"https://en.wikipedia.org/wiki/Anthony_Ashley-Cooper,_3rd_Earl_of_Shaftesbury",,Great Britain,missing from OpenRefine results,United Kingdom,Europe
2106,"Shastesbury, Earl of",case1,d.,1682,,,,,,61,1621,1682,,Shastesb:,Statesmen and Warriors,25,126,151,103,"https://en.wikipedia.org/wiki/Anthony_Ashley_Cooper,_1st_Earl_of_Shaftesbury",,Great Britain,missing from OpenRefine results,United Kingdom,Europe
2107,"Shater, Ebn","case3
",,,,,fl.,1363,,,1340,1386,M,Ebn Shater,Mathematicians &cc Physicians,28,68,96,62,https://en.wikipedia.org/wiki/Ibn_al-Shatir,,Persia,male,Syria,Asia
2108,Sherlock,case1,d.,1761,,,,,,83,1678,1761,D,Sherlock,Divines and Metaphysicians &cc,7,98,105,103,https://en.wikipedia.org/wiki/Thomas_Sherlock,,Great Britain,male,United Kingdom,Europe
2109,Shi-tzu,case1,d.,1296,,,,,,80,1216,1296,,Shi-tzu,Statesmen and Warriors,1,126,127,103,https://en.wikipedia.org/wiki/Kublai_Khan,,China,male,Unknown,Unknown
2110,Shoesser P.,case2,d.,1430,,,,,,,1385,1430,,P. Schaesser,Artists Poets,18,42,60,103,https://en.wikipedia.org/wiki/Peter_Sch%C3%B6ffer,,Germany,male,Germany,Europe
2111,"Shona, Ebn",case2,d.,1478,,,,,,,1433,1478,H,Ebn Shonah,Historians and Antiquaries Lawyers,11,0,11,103,,https://books.google.com/books?id=XjV1fclaO3sC&pg=PA39&lpg=PA39&dq=shonah+historian&source=bl&ots=dhgZ2rwhRr&sig=ACfU3U34TSEqZHLLvweW_EFlag1xFjWV3w&hl=en&sa=X&ved=2ahUKEwiX5euL57HnAhXBup4KHd1NA4kQ6AEwAXoECAoQAQ#v=onepage&q=shonah%20historian&f=false,,missing from OpenRefine results,Unknown,Unknown
2112,"Shovel, Cloudesly",case1,d.,1707,,,,,,57,1650,1707,,Shovel,Statesmen and Warriors,22,126,148,103,https://en.wikipedia.org/wiki/Cloudesley_Shovell,,Great Britain,male,United Kingdom,Europe
2113,Shunchi,case1,d.,1662,,,,,,24,1638,1662,,Shunchi,Statesmen and Warriors,1,126,127,103,https://en.wikipedia.org/wiki/Shunzhi_Emperor,,,male,People's Republic of China,Asia
2114,Sigebert,case2,d.,1113,,,,,,,1068,1113,H,Sigebert,Historians and Antiquaries Lawyers,15,0,15,103,https://en.wikipedia.org/wiki/Sigebert_of_Gembloux,,France,male,Belgium,Europe
2115,Sigismund,case1,d.,1438,,,,,,69,1369,1438,,Sigismund,Statesmen and Warriors,12,126,138,103,"https://en.wikipedia.org/wiki/Sigismund,_Holy_Roman_Emperor",,Germany,male,Germany,Europe
2116,Sigonius,case1,d.,1585,,,,,,60,1525,1585,Cr,Sigonius,Orators and Critics &cc,7,22,29,104,https://en.wikipedia.org/wiki/Carolus_Sigonius,,Italy,male,Italy,Europe
2117,Silius Italicus,case1,d.,74,,,,,,75,-1,74,P,Sil: Italicus,Artists Poets,5,42,47,104,https://en.wikipedia.org/wiki/Silius_Italicus,,Italy,male,Unknown,Unknown
2118,Silvester 2d,case2,d.,1003,,,,,,,958,1003,Po,Silvester 2,Divines and Metaphysicians &cc,27,98,125,63,https://en.wikipedia.org/wiki/Pope_Sylvester_II,,France,male,France,Europe
2119,Simeon Levi,"case3
",,,,,fl.,1027,,,1004,1050,J,S. Levi,Divines and Metaphysicians &cc,3,98,101,104,,,,missing from OpenRefine results,Unknown,Unknown
2120,Simeon Mamantes,"case3
",,,,,fl.,1050,,,1027,1073,D,Simeon Ma:,Divines and Metaphysicians &cc,10,98,108,104,https://en.wikipedia.org/wiki/Simeon_of_Mantua,,Persia,missing from OpenRefine results,Armenia,Asia|Europe
2121,Simeon Metaphastes,"case3
",,,,,fl.,900,,,877,923,H,Simeon M.,Historians and Antiquaries Lawyers,19,0,19,104,https://en.wikipedia.org/wiki/Symeon_the_Metaphrast,,,male,Byzantine Empire|Latin Empire|Ottoman Empire,Europe|Europe|Asia|Asia|Europe|Africa
2122,Simeon of Durham,"case3
",,,,,fl.,1165,,,1142,1188,H,Simeon D.,Historians and Antiquaries Lawyers,19,0,19,104,https://en.wikipedia.org/wiki/Symeon_of_Durham,,Great Britain,male,Unknown,Unknown
2123,Simeon Sethus,"case3
",,,,,fl.,1075,,,1052,1098,Ph,Simeon Seth,Mathematicians &cc Physicians,2,68,70,104,https://en.wikipedia.org/wiki/Simeon_Seth,,,male,Unknown,Unknown
2124,Simeon Stilites,case2,d.,460,,,,,,,415,460,F,Simeon Sty:,Divines and Metaphysicians &cc,10,98,108,104,https://en.wikipedia.org/wiki/Simeon_Stylites,,Turky,male,Turkey,Asia|Europe
2125,Simon,case2,d.,-283,,,,,,,-328,-283,J,Simon,Divines and Metaphysicians &cc,2,98,100,104,https://en.wikipedia.org/wiki/Simon_I_(High_Priest),,,male,Unknown,Unknown
2126,"Simon, Richard",case1,d.,1712,,,,,,73,1639,1712,Cr,Simon,Orators and Critics &cc,2,22,24,63,https://en.wikipedia.org/wiki/Richard_Simon_(priest),,France,male,France,Europe
2127,Simonides,case1,d.,-469,,,,,,90,-559,-469,P,Simonides,Artists Poets,13,42,55,104,https://en.wikipedia.org/wiki/Simonides_of_Ceos,,Turky in Europe,male,Greece,Europe
2128,Simplicius,"case3
",,,,,fl.,546,,,523,569,HP,Simplicius,Divines and Metaphysicians &cc,26,98,3,104,https://en.wikipedia.org/wiki/Simplicius_of_Cilicia,,,male,Turkey,Asia|Europe
2129,"Simpson, Thomas",case1,d.,1761,,,,,,50,1711,1761,M,T. Simpson,Mathematicians &cc Physicians,14,68,82,104,https://en.wikipedia.org/wiki/Thomas_Simpson,,Great Britain,male,United Kingdom,Europe
2130,Sisenna L.,"case3
",,,,,fl.,-91,,,-114,-68,H,Sisenna,Historians and Antiquaries Lawyers,11,0,11,104,https://en.wikipedia.org/wiki/Lucius_Cornelius_Sisenna,,Italy,male,Unknown,Unknown
2131,Sisyphus,"case3
",,,,,fl.,-983,,,-1006,-960,,Sisyphus,Statesmen and Warriors,18,126,144,63,https://en.wikipedia.org/wiki/Sisyphus,,,male,Unknown,Unknown
2132,Sixtus 4th,case2,d.,1484,,,,,,,1439,1484,Po,Sixtus 4th.,Divines and Metaphysicians &cc,22,98,120,104,https://en.wikipedia.org/wiki/Pope_Sixtus_IV,,Italy,male,Italy,Europe
2133,Sixtus 5th,case2,d.,1590,,,,,,,1545,1590,Po,Sixtus 5th,Divines and Metaphysicians &cc,27,98,125,104,https://en.wikipedia.org/wiki/Pope_Sixtus_V,,Italy,male,Italy,Europe
2134,Sleidan J.,case2,d.,1556,,,,,,,1511,1556,H,Sleidan,Historians and Antiquaries Lawyers,17,0,17,104,https://en.wikipedia.org/wiki/Johannes_Sleidanus,,Germany,male,Germany,Europe
2135,"Sloane, Hans",case1,d.,1752,,,,,,92,1660,1752,M,Hans Sloane,Mathematicians &cc Physicians,30,68,98,104,https://en.wikipedia.org/wiki/Hans_Sloane,,Great Britain,missing from OpenRefine results,United Kingdom,Europe
2136,Smith,,,,,,,1740,,,1717,1763,,Smith,Mathematicians &cc Physicians,18,68,86,-99,https://en.wikipedia.org/wiki/Robert_Smith_(mathematician),,Great Britain,male,United Kingdom,Europe
2137,Snellius,,,,,,,1600,,,1577,1623,,Snellius,Mathematicians &cc Physicians,8,68,76,-99,https://en.wikipedia.org/wiki/Willebrord_Snellius,,France,male,Netherlands,Europe|Central America
2138,Snorro Sturlesonius,,,,b.,1179,,,,,,,P,Snorro,Artists Poets,1,42,43,104,https://en.wikipedia.org/wiki/Snorri_Sturluson,,,male,Iceland,Europe
2139,"Socinus, Faustas",case1,d.,1604,,,,,,65,1539,1604,D,Socinus,Divines and Metaphysicians &cc,14,98,112,104,https://en.wikipedia.org/wiki/Fausto_Sozzini,,Italy,missing from OpenRefine results,Italy,Europe
2140,Socrates,"case3
",,,,,fl.,419,,,396,442,H,Socrates,Historians and Antiquaries Lawyers,16,0,16,104,https://en.wikipedia.org/wiki/Socrates_of_Constantinople,,Turky in Europe,missing from OpenRefine results,Byzantine Empire|Latin Empire|Ottoman Empire,Europe|Europe|Asia|Asia|Europe|Africa
2141,Socrates,case1,d.,-400,,,,,,70,-470,-400,HP,Socrates,Divines and Metaphysicians &cc,18,98,116,104,https://en.wikipedia.org/wiki/Socrates_of_Constantinople,,Turky in Europe,missing from OpenRefine results,Byzantine Empire|Latin Empire|Ottoman Empire,Europe|Europe|Asia|Asia|Europe|Africa
2142,Soemund,"case3
",,,,,fl.,1114,,,1091,1137,P,Soemund,Artists Poets,4,42,46,104,https://en.wikipedia.org/wiki/S%C3%A6mundr_fr%C3%B3%C3%B0i,,,male,Iceland,Europe
2143,Soleiman,case2,d.,1085,,,,,,,1040,1085,,Soleyman,Statesmen and Warriors,7,126,133,104,https://en.wikipedia.org/wiki/Suleiman_ibn_Qutulmish,,,male,Unknown,Unknown
2144,Soleiman 1ist Turk,case1,d.,1566,,,,,,74,1492,1566,,Soleyman,Statesmen and Warriors,3,126,129,104,https://en.wikipedia.org/wiki/Suleiman_the_Magnificent,,Turky,male,Turkey,Asia|Europe
2145,Solinus,"case3
",,,,,fl.,81,,,58,104,H,Solinus,Historians and Antiquaries Lawyers,9,0,9,104,https://en.wikipedia.org/wiki/Gaius_Julius_Solinus,,Italy,male,Italy,Europe
2146,Solomon,case1,d.,-975,,,,,,58,-1033,-975,,Solomon,Statesmen and Warriors,10,126,136,104,https://en.wikipedia.org/wiki/Solomon,,Turky in Asia,missing from OpenRefine results,Israel,Asia
2147,Solomon,case2,d.,919,,,,,,,874,919,P,Solomon,Artists Poets,7,42,49,104,https://en.wikipedia.org/wiki/Solomon,,Turky in Asia,missing from OpenRefine results,Israel,Asia
2148,Solon,case1,d.,-549,,,,,,80,-629,-549,,Solon,Statesmen and Warriors,19,126,145,104,https://en.wikipedia.org/wiki/Solon,,Turky in Europe,missing from OpenRefine results,Greece,Europe
2149,Somers,case1,d.,1716,,,,,,64,1652,1716,L,Somers,Historians and Antiquaries Lawyers,4,0,4,104,"https://en.wikipedia.org/wiki/John_Somers,_1st_Baron_Somers",,Great Britain,male,United Kingdom,Europe
2150,"Somerset, Lord Protector",case2,d.,1551,,,,,,,1506,1551,,Somerset,Statesmen and Warriors,12,126,138,104,"https://en.wikipedia.org/wiki/Edward_Seymour,_1st_Duke_of_Somerset",,Great Britain,male,United Kingdom,Europe
2151,Sopater,"case3
",,,,,fl.,520,,,497,543,Cr,Sopater,Orators and Critics &cc,11,22,33,104,,https://books.google.com/books?id=lzGPDwAAQBAJ&pg=PA135&lpg=PA135&dq=sopatros&source=bl&ots=bqJdKLZ4Ul&sig=ACfU3U3gRitB8IKmwPZu_fJM1qPn35m5ZQ&hl=en&sa=X&ved=2ahUKEwjd0teXq9DnAhUsIjQIHbfDBWs4ChDoATAAegQICRAB#v=onepage&q=sopatros&f=false,,missing from OpenRefine results,Unknown,Unknown
2152,Sophocles,case1,d.,-406,,,,,,91,-497,-406,P,Sophocles,Artists Poets,11,42,53,104,https://en.wikipedia.org/wiki/Sophocles,,Turky in Europe,missing from OpenRefine results,Classical Athens,Europe
2153,Soranus Ephesius,"case3
",,,,,fl.,110,,,87,133,Ph,Soranus,Mathematicians &cc Physicians,9,68,77,104,https://en.wikipedia.org/wiki/Soranus_of_Ephesus,,,male,Turkey,Asia|Europe
2154,Sorbon,case1,d.,1274,,,,,,73,1201,1274,D,Sorbon,Divines and Metaphysicians &cc,5,98,103,63,https://en.wikipedia.org/wiki/Robert_de_Sorbon,,France,male,France,Europe
2155,Sosibius,"case3
",,,,,fl.,-255,,,-278,-232,Cr,Sosibius,Orators and Critics &cc,15,22,37,105,https://en.wikipedia.org/wiki/Sosibius,,Africa,male,Egypt,Africa|Asia
2156,Sosigenes,"case3
",,,,,fl.,-46,,,-69,-23,M,Sosigenes,Mathematicians &cc Physicians,20,68,88,105,https://en.wikipedia.org/wiki/Sosigenes_of_Alexandria,,Africa,male,Egypt,Africa|Asia
2157,Sostratus of Cnidus,"case3
",,,,,fl.,-283,,,-306,-260,Ar,Sostratus,Artists Poets,20,42,62,105,https://en.wikipedia.org/wiki/Sostratus_of_Cnidus,,,male,Unknown,Unknown
2158,Sotion,"case3
",,,,,fl.,-204,,,-227,-181,Cr,Sotion,Orators and Critics &cc,12,22,34,105,https://en.wikipedia.org/wiki/Sotion,,Italy,male,Italy,Europe
2159,Sozomen,case2,d. ab.,450,,,,,,,405,450,H,Sozomen,Historians and Antiquaries Lawyers,15,0,15,105,https://en.wikipedia.org/wiki/Sozomen,,Turky in Asia,male,Unknown,Unknown
2160,"Spanheim, Ez",case1,d.,1710,,,,,,81,1629,1710,Cr,Spanheim,Orators and Critics &cc,13,22,35,105,"https://en.wikipedia.org/wiki/Ezekiel,_Freiherr_von_Spanheim",,BLANK 3,male,Switzerland,Europe
2161,Spartacus,case2,d.,-71,,,,,,,-116,-71,,Spartacus,Statesmen and Warriors,6,126,132,105,https://en.wikipedia.org/wiki/Spartacus,,Turky in Europe,missing from OpenRefine results,Bulgaria|Greece|Turkey,Europe|Europe|Asia|Europe
2162,Spartianus Aelius,"case3
",,,,,fl.,291,,,268,314,H,Spartian,Historians and Antiquaries Lawyers,14,0,14,105,,https://en.wikipedia.org/wiki/Augustan_History,Italy,missing from OpenRefine results,Unknown,Unknown
2163,Speed J.,case2,d.,1619,,,,,,,1574,1619,H,Speed,Historians and Antiquaries Lawyers,16,0,16,105,https://en.wikipedia.org/wiki/John_Speed,,Great Britain,male,United Kingdom,Europe
2164,"Spelman, Henry",case2,d.,1641,,,,,,,1596,1641,Ant,Spelman,Historians and Antiquaries Lawyers,20,0,20,105,https://en.wikipedia.org/wiki/Henry_Spelman,,Great Britain,male,United Kingdom,Europe
2165,Spencer,case1,d.,1695,,,,,,63,1632,1695,Cr,Spencer,Orators and Critics &cc,5,22,27,105,https://en.wikipedia.org/wiki/John_Spencer_(priest),,Great Britain,male,United Kingdom,Europe
2166,Spencer Senior,case1,d.,1325,,,,,,90,1235,1325,,Spencer Sen:,Statesmen and Warriors,27,126,153,105,https://en.wikipedia.org/wiki/Hugh_Despenser_the_elder,,Great Britain,male,United Kingdom,Europe
2167,Spenser,case2,d.,1598,,,,,,,1553,1598,P,Spenser,Artists Poets,9,42,51,105,https://en.wikipedia.org/wiki/Gabriel_Spenser,,Great Britain,male,Unknown,Unknown
2168,Speusippus,case2,d.,-339,,,,,,,-384,-339,HP Ac,Speusippus,Divines and Metaphysicians &cc,13,98,111,105,https://en.wikipedia.org/wiki/Speusippus,,Turky in Europe,male,Classical Athens,Europe
2169,Spinoza,case1,d.,1678,,,,,,44,1634,1678,D,Spinoza,Divines and Metaphysicians &cc,4,98,102,105,https://en.wikipedia.org/wiki/Baruch_Spinoza,,France,male,Netherlands|Kingdom of the Netherlands,Europe|Central America|Europe|North America
2170,Spurinna,case8,d. af.,-44,,,,,,,-1,45,M,Spurinna,Mathematicians &cc Physicians,23,68,91,105,https://en.wikipedia.org/wiki/Spurinna,,,,Unknown,Unknown
2171,St. Amour,,,,,,,1250,,,1227,1273,,St. Amour,Divines and Metaphysicians &cc,19,98,117,-99,https://en.wikipedia.org/wiki/William_of_Saint-Amour,,France,male,France,Europe
2172,Stahl,,,,b.,1660,,,,,,,Chy,Stahl,Mathematicians &cc Physicians,10,68,78,105,https://en.wikipedia.org/wiki/Georg_Ernst_Stahl,,Germany,male,Germany,Europe
2173,Statius,case2,d.,91,,,,,,,46,91,P,Statius,Artists Poets,8,42,50,105,https://en.wikipedia.org/wiki/Statius,,Italy,missing from OpenRefine results,Italy,Europe
2174,Steele,case4,d.,1729,,,,,ab.,53,1676,1729,P,Steel,Artists Poets,16,42,58,105,https://en.wikipedia.org/wiki/Richard_Steele,,Great Britain,male,Ireland,Europe
2175,Stefano,case1,d.,1350,,,,,,48,1302,1350,Pa,Stefano,Artists Poets,23,42,65,105,https://en.wikipedia.org/wiki/Stefano_Fiorentino,,Italy,male,Italy,Europe
2176,Stephanus Byzantinus,"case3
",,,,,fl.,550,,,527,573,Cr,Stephanus By:,Orators and Critics &cc,16,22,38,105,https://en.wikipedia.org/wiki/Stephanus_of_Byzantium,,,male,Unknown,Unknown
2177,"Stephanus, Athen","case3
",,,,,fl.,630,,,607,653,Ph,Stephanus Ath:,Mathematicians &cc Physicians,2,68,70,105,https://en.wikipedia.org/wiki/Stephanus_of_Alexandria,,Italy,male,Italy,Europe
2178,"Stephens, Henry",case1,d.,1598,,,,,,70,1528,1598,Cr,H. Stephens,Orators and Critics &cc,11,22,33,105,https://en.wikipedia.org/wiki/Henri_Estienne,,France,male,France,Europe
2179,"Stephens, Robert",case1,d.,1559,,,,,,66,1493,1559,Cr,R. Stephens,Orators and Critics &cc,9,22,31,105,https://en.wikipedia.org/wiki/Robert_Estienne,,France,male,France,Europe
2180,Sternhold,case2,d.,1549,,,,,,,1504,1549,P,Sternhold,Artists Poets,10,42,52,105,https://en.wikipedia.org/wiki/Thomas_Sternhold,,Great Britain,male,United Kingdom,Europe
2181,Stesichorus,case2,d.,-556,,,,,,,-601,-556,P,Stesichorus,Artists Poets,11,42,53,105,https://en.wikipedia.org/wiki/Stesichorus,,Italy,male,Italy,Europe
2182,"Stiborius, Andreas","case3
",,,,,fl.,1500,,,1477,1523,M,Stiborius,Mathematicians &cc Physicians,25,68,93,105,https://en.wikipedia.org/wiki/Andreas_St%C3%B6berl,,Germany,male,Germany,Europe
2183,Stilicho,case2,d.,408,,,,,,,363,408,D,Stilicho,Statesmen and Warriors,18,126,144,105,https://en.wikipedia.org/wiki/Stilicho,,,missing from OpenRefine results,Byzantine Empire|Latin Empire|Ottoman Empire,Europe|Europe|Asia|Asia|Europe|Africa
2184,Stillingfleet,case1,d.,1689,,,,,,63,1626,1689,D,Stillinfleet,Divines and Metaphysicians &cc,23,98,121,105,https://en.wikipedia.org/wiki/Edward_Stillingfleet,,Great Britain,male,United Kingdom,Europe
2185,Stilpo of Megara,case8,d. af.,-294,,,,,,,249,295,H,Stilpo Meg:,Divines and Metaphysicians &cc,22,98,120,105,https://en.wikipedia.org/wiki/Stilpo,,Turky in Europe,male,Greece,Europe
2186,Stobeus,"case3
",,,,,fl.,405,,,382,428,Cr,Stobeus,Orators and Critics &cc,17,22,39,105,https://en.wikipedia.org/wiki/Stobaeus,,Turky in Europe,male,North Macedonia,Europe
2187,Stoephlerus,case1,d.,1531,,,,,,77,1454,1531,M,Stoeflerus,Mathematicians &cc Physicians,30,68,98,105,https://en.wikipedia.org/wiki/Johannes_St%C3%B6ffler,,Germany,male,Germany,Europe
2188,"Stowe, John",case1,d.,1605,,,,,,79,1526,1605,H,Stow,Historians and Antiquaries Lawyers,12,0,12,106,https://en.wikipedia.org/wiki/John_Stow,,Great Britain,male,United Kingdom,Europe
2189,Strabo,case2,d.,25,,,,,,,-20,25,Geo,Strabo,Historians and Antiquaries Lawyers,11,0,11,106,https://en.wikipedia.org/wiki/Strabo,,,missing from OpenRefine results,Greece,Europe
2190,Strafford,case2,d.,1641,,,,,,,1596,1641,,Strafford,Statesmen and Warriors,25,126,151,106,"https://en.wikipedia.org/wiki/Thomas_Wentworth,_1st_Earl_of_Strafford",,Great Britain,male,United Kingdom,Europe
2191,Strato,"case3
",,,,,fl.,-288,,,-311,-265,HP Per,Strato,Divines and Metaphysicians &cc,18,98,116,106,https://en.wikipedia.org/wiki/Strato_of_Lampsacus,,,male,Turkey,Asia|Europe
2192,Strongbow R. E. of Pembroke,case2,d.,1176,,,,,,,1131,1176,,Strongbow P.,Statesmen and Warriors,23,126,149,106,"https://en.wikipedia.org/wiki/Richard_de_Clare,_2nd_Earl_of_Pembroke",,Great Britain,male,United Kingdom,Europe
2193,"Strype, John",case1,d.,1737,,,,,,94,1643,1737,H,Strype,Historians and Antiquaries Lawyers,19,0,19,106,https://en.wikipedia.org/wiki/John_Strype,,Great Britain,male,United Kingdom,Europe
2194,Sturmius,case1,d.,1589,,,,,,81,1508,1589,M,Sturmius,Mathematicians &cc Physicians,26,68,94,106,https://en.wikipedia.org/wiki/Johannes_Sturm,,Germany,male,Germany,Europe
2195,Suetonius,case8,d. af.,117,,,,,,,72,118,H,Suetonius,Historians and Antiquaries Lawyers,18,0,18,106,https://en.wikipedia.org/wiki/Suetonius,,Italy,missing from OpenRefine results,Unknown,Unknown
2196,Suidas,case13,,,,,fl. ab.,1050,,,1027,1073,Cr,Suidas,Orators and Critics &cc,11,22,33,106,https://en.wikipedia.org/wiki/Suda,,,,Unknown,Unknown
2197,Suisset,,,,,,,1325,,,1302,1348,,Suisset,Mathematicians &cc Physicians,25,68,93,-99,https://en.wikipedia.org/wiki/Richard_Swineshead,,Great Britain,male,Unknown,Unknown
