NameInIndex,UO_ID,Bio Name,BioSource,Biography,Citation,Region_final,Sex or gender V2,case,VisualCase,IndexLifeCode,DeathPrecision,DeathDate,BornPrecision,BirthDate,Alive precision,AliveDate,LifeLength Precision,LifeLength,aproxBirthDate,aproxDeathDate,Index Category 1,NameOnChart,OnChartCategory,On Chart: Line #,Section starting Line,LineNumber,FullTextPageNum,WikiLink
Nicephorus Phocas,1653.0,Nicephorus II. (Phocas),Watkins,"A nobleman of Constantinople, whose character was so popular, that he was raised to the imperial seat in 968. He married the widow of his predecessor, Romanus the Younger, and drove the Saracens out of a great part of Asia. He was assassinated by John Zimisces, and other conspirators in 969 Ibid. ",,,male,case1,C,d. (LL),d.,969.0,,,,,,57.0,912.0,969.0,,Nicephoras Ph:,Statesmen and Warriors,8.0,127.0,135,89.0,https://en.wikipedia.org/wiki/Nikephoros_III_Botaneiates
Nicepsos,1654.0,,,,,,,case3,A,fl.,,,,,fl.,-772.0,,,-802.0,-757.0,M,Nicepsos,Mathematicians &cc Physicians,23.0,69.0,92,89.0,https://en.wikipedia.org/wiki/Petosiris_to_Nechepso
Nicetas Acominatus,1655.0,Nicetas (Achominates),Watkins,"A Greek historian, who died at Nice in 1206. He wrote Annals from 1118 to 1205, of which a Latin version appeared at Basil in 1557, and at Geneva in 1593.",Moreri,,male,case3,A,fl.,,,,,fl.,1210.0,,,1180.0,1225.0,H,Nicetus A.,Historians and Antiquaries Lawyers,21.0,0.0,21,89.0,https://en.wikipedia.org/wiki/Niketas_Choniates
Nicholas de Lyra,1656.0,Nicolas di Lyra,Watkins,"So named from the place of his birth, a town in Normandy. He is faid to have been a Jew but on turning christian, became a member of the order of friars minors in 1291. He read lectures in divinity with great reputation, and was admitted to the confidence of Jane, wife of Philip VI. who named him one of the executors of her will. He died at Paris in 1840. His works are, Commentaries upon the Bible; Antwerp, 6 vols. folio.; a Disputation against the Jews; another In defence of the New Testament, against a Rabbin,",Moreri,France,male,case2,D,d.,d.,1340.0,,,,,,,1295.0,1340.0,D,Nicolaus Ly:,Divines and Metaphysicians &cc,23.0,99.0,122,89.0,https://en.wikipedia.org/wiki/Nicholas_of_Lyra
Nicias,1657.0,Nicias,Watkins,"An Athenian commander, who, by his merit, rose to the highest offices in his country. He signalized himself in the war of the Peloponnesus, which he had the honour of finishing. Afterwards he was appointed to command with Eurymedon and Demosthenes against Sicily. These three generals laid siege to Syracuse for two years, but finding it impregnable they were about to retire, but were attacked by the Syracusans, and Nicias and Demosthenes, with a great part of their troops, made prisoners. Nicias was put to death by the Syracusans B.C. 413. There were two others of this name, the one a painter mentioned by Pliny, and the other a grammarian, who was the friend of Pompey and Cicero.",,Turky in Europe,male,case3,A,fl.,,,,,fl.,-300.0,,,-330.0,-285.0,Pa,Nicias,Artists Poets,17.0,43.0,60,89.0,https://en.wikipedia.org/wiki/Nicias
Nicias,1658.0,Nicias,Watkins,"An Athenian commander, who, by his merit, rose to the highest offices in his country. He signalized himself in the war of the Peloponnesus, which he had the honour of finishing. Afterwards he was appointed to command with Eurymedon and Demosthenes against Sicily. These three generals laid siege to Syracuse for two years, but finding it impregnable they were about to retire, but were attacked by the Syracusans, and Nicias and Demosthenes, with a great part of their troops, made prisoners. Nicias was put to death by the Syracusans B.C. 413. There were two others of this name, the one a painter mentioned by Pliny, and the other a grammarian, who was the friend of Pompey and Cicero.",,,male,case2,D,d.,d.,-413.0,,,,,,,-458.0,-413.0,,Nicias,Statesmen and Warriors,13.0,127.0,140,89.0,https://en.wikipedia.org/wiki/Nicias
Nicolaus Alex,1659.0,,,,,,male,case3,A,fl.,,,,,fl.,1300.0,,,1270.0,1315.0,Ph,Nicolaus Al:,Mathematicians &cc Physicians,2.0,69.0,71,89.0,https://www.britannica.com/biography/Nicias-Greek-artist
Nicomachus Gerasenus,1660.0,,,,,Turky in Asia,male,case13,B,fl. ab.,,,,,fl. ab.,130.0,,,100.0,145.0,M,Nicomachus,Mathematicians &cc Physicians,19.0,69.0,88,89.0,https://en.wikipedia.org/wiki/Nicomachus
Nicomedes,1661.0,Nicomedes,Watkins,"An ancient mathematician, who is celebrated for his discovery of the curve called the conchoid. He flourished in the second century of the christian era.",,,male,case13,B,fl. ab.,,,,,fl. ab.,-220.0,,,-250.0,-205.0,M,Nicomedes,Mathematicians &cc Physicians,21.0,69.0,90,56.0,https://en.wikipedia.org/wiki/Nicomedes_(mathematician)
Niger,1662.0,Niger (C. Peseennius Justus),Watkins,"Governor of Syria, and so distinguished by his valour and prudence, that the Roman soldiers proclaimed him emperor at Antioch A.D. 193. He had many virtues, but did not long enjoy his high dignity, being defeated and slain by Severus in 195.",,Italy,male,case2,D,d.,d.,194.0,,,,,,,149.0,194.0,,Niger,Statesmen and Warriors,11.0,127.0,138,89.0,https://en.wikipedia.org/wiki/Pescennius_Niger
Nigidius Figulus,1663.0,Nigidius Ficulus (Publius),Watkins,"A learned Roman in the time of Cicero, whom he assisted in defeating the conspiracy of Cataline, but having taken part with Pompey againft Caesar, he was exiled, and died in 45. B.C. He was addcited to astrology, and some of his pieces extant.",,Italy,male,case3,A,fl.,,,,,fl.,-60.0,,,-90.0,-45.0,HP,Nigidius Fig:,Divines and Metaphysicians &cc,22.0,99.0,121,89.0,https://en.wikipedia.org/wiki/Nigidius_Figulus
Nollet,1664.0,Nollet (John Anthony),Watkins,"A French divine and philosophical writer was born at Pimbre in the diocese of Noyon in 1700. He studied at Beauvais and Paris. In 1734, he visited London and was chosen a member of the Royal Society. On his return to Paris, he commenced a course of lectures in experimental philosophy, to which he added illustrations of chemistry, anatomy, and natural history. In 1738, he was appointed professor of experimental philosophy at Paris, and the year following admitted a member of the Academy of Sciences. About the same time, he went to Turin on an invitation from the King of Sardinia, who appointed him professor of philosophy in that university; but he was recalled in 1744 to give lessons to the Dauphin of France. In 1753, he was nominated first professor of experimental philosophy in the College of Navarre. He was also appointed philosophical tutor to the royal family. The Abbé Nollet died in 1770. His Lectures in Experimental Philosophy were printed in 6 volumes, 12mo. Besides these, he wrote some excellent works on Electricity; the Art of making Experiments; and several papers in the Memoirs of the Academy.",,France,male,case2,D,d.,d.,1770.0,,,,,,,1725.0,1770.0,M,Nollet,Mathematicians &cc Physicians,21.0,69.0,90,56.0,https://en.wikipedia.org/wiki/Jean-Antoine_Nollet
"Nonius, P.",1665.0,Nonnius (Peter),Watkins,"Or Nunes, a Portuguese mathematician, was born in 1497 at Alcázar. He became professor of mathematics at Coimbra and was preceptor to don Henry, son of King Emanuel. He died in 1577. Nunes wrote a Treatise on Navigation, folio; De Crepusculis, 4to; Opera Mathematica, folio. His book on Algebra is esteemed.",,Portugal,male,case1,C,d. (LL),d.,1572.0,,,,,,80.0,1492.0,1572.0,,Nonius,Mathematicians &cc Physicians,25.0,69.0,94,56.0,https://en.wikipedia.org/wiki/Pedro_Nunes
Nonnus,1666.0,,,,,,male,case3,A,fl.,,,,,fl.,959.0,,,929.0,974.0,Ph,Nonus,Mathematicians &cc Physicians,4.0,69.0,73,89.0,https://en.wikipedia.org/wiki/Theophanes_Nonnus
Nonnus Panopolita,1667.0,Nonnus,Watkins,"A Greek poet, who was a native of Panopolis in Egypt in the 5th century. He wrote an account of his embassy to Ethiopia and among the Saracens: also a work entitled ""Dionysiaca,"" printed at Antwerp in 1569; and a paraphrase in Greek verse on the Gospel of St. John, edited by Heinsius in 1627.",Moreri,Africa,male,case3,A,fl.,,,,,fl.,410.0,,,380.0,425.0,P,Nonnus,Artists Poets,10.0,43.0,53,89.0,https://en.wikipedia.org/wiki/Nonnus
Nostradamus,1668.0,Nostradamus (Michael),Watkins,"A French astrologer and physician, was born at St. Remi in Provence in 1503. He studied physic at Montpellier, where he took his doctor's degree. Having rendered some eminent service to the inhabitants of Aix when the city was visited by a contagion, he received a yearly pension for many years. In 1555 he published his prophecies, which, though very obscure and absurd, gained the author a considerable reputation. These were followed by several others: the whole making one volume folio, in barbarous verse. Nostradamus was honoured with marks of distinction by persons of the highest rank, particularly Charles IX, king of France. He died in 1566. ",Moreri,France,male,case1,C,d. (LL),d.,1566.0,,,,,,63.0,1503.0,1566.0,Ph,Nostradam,Mathematicians &cc Physicians,3.0,69.0,72,56.0,https://en.wikipedia.org/wiki/Nostradamus
"Novaras, D.",1669.0,,,,,Italy,male,case3,A,fl.,,,,,fl.,1490.0,,,1460.0,1505.0,M,Novaras,Mathematicians &cc Physicians,26.0,69.0,95,56.0,https://en.wikipedia.org/wiki/Domenico_Maria_Novara_da_Ferrara
Novatian,1670.0,Novatian,Watkins,"A pagan philosopher, who embraced Christianity, and was admitted to orders. Being of an ambitious turn, he was persuaded by Novatus to get himself ordained bishop, which was done in an irregular manner by three of that order in Italy. He then endeavored to get possession of the seat of Rome, after the death of Pope Fabian, but was opposed by Cornelius. Novatian stated the doctrine, that it was sinful to admit persons who had once lapsed to idolatry, to communion; a practice then universal in the church. This produced a schism, in which Novatian had many partisans, who called themselves Catharites, or pure. By others, however, they were named Novatians. To the above error, they added many others, particularly those of the Montanists. There are several pieces of Novatian extant, published by Jackson at London in 1728, 4to.
",,Turky in Asia,male,case3,A,fl.,,,,,fl.,251.0,,,221.0,266.0,F,Novation,Divines and Metaphysicians &cc,6.0,99.0,105,89.0,https://en.wikipedia.org/wiki/Novatian
Numa,1671.0,Numa-Pompilius,Watkins,"Successor of Romulus, king of the Romans, B.C. 714. He was of a philosophical turn, and introduced among his subjects religious festivals and a code of laws. He died B.C. 672.",,Italy,male,case3,A,fl.,,,,,fl.,-590.0,,,-620.0,-575.0,,Numa,Statesmen and Warriors,23.0,127.0,150,89.0,https://en.wikipedia.org/wiki/Numa_Pompilius
Nuroddin,1672.0,,,,,Turky in Asia,male,case2,D,d.,d.,1173.0,,,,,,,1128.0,1173.0,,Nuroddin,Statesmen and Warriors,7.0,127.0,134,89.0,https://en.wikipedia.org/wiki/Nur_ad-Din_(died_1174)
Oannes,1673.0,,,,,,,case3,A,fl.,,,,,fl.,-1048.0,,,-1078.0,-1033.0,,Oannes,Statesmen and Warriors,4.0,127.0,131,89.0,https://en.wikipedia.org/wiki/Apkallu
Obadiah,1674.0,Obadiah,Watkins,"The fourth of the minor prophets is by some suppofed to have been cotemporary with Hosea, but St. Jerome maintains him to be the same with Obadiah the servant of Ahab, and friend of Elijah.",,,male,case3,A,fl.,,,,,fl.,-590.0,,,-620.0,-575.0,J,Obadiah,Divines and Metaphysicians &cc,5.0,99.0,104,89.0,https://en.wikipedia.org/wiki/Obadiah
Obeidallah,1675.0,,,,,,male,case1,C,d. (LL),d.,600.0,,,,,,89.0,511.0,600.0,,Obeidallay,Statesmen and Warriors,7.0,127.0,134,89.0,https://en.wikipedia.org/wiki/Abdallah_al-Mahdi_Billah
Obeidallah Al Mohdi,1676.0,,,,,Persia,male,case1,C,d. (LL),d.,933.0,,,,,,62.0,871.0,933.0,,Obeidallah,Statesmen and Warriors,3.0,127.0,130,89.0,https://en.wikipedia.org/wiki/Abdallah_al-Mahdi_Billah
Obertus de Orto,1677.0,,,,,,,case3,A,fl.,,,,,fl.,1152.0,,,1122.0,1167.0,L,Obertus,Historians and Antiquaries Lawyers,4.0,0.0,4,89.0,https://de.wikipedia.org/wiki/Libri_Feudorum
Obsequens J.,1678.0,Obsequens (Julius),Watkins,"A Latin writer, who flourished about A.D. 395. He wrote a Treatise De Prodigiis, published by Aldus Manutius in 1508; but the best edition is that of Scheffer in 1679.",Moreri,Italy,male,case3,A,fl.,,,,,fl.,395.0,,,365.0,410.0,Cr,Obsequens,Orators and Critics &cc,13.0,22.0,35,89.0,https://en.wikipedia.org/wiki/Julius_Obsequens
"Occam, William",1679.0,Occam (William),Watkins,"An English scholastic divine of the 14th century. He was the disciple of Duns Scotus and obtained the name of the invincible doctor. Occam was a member of the order of Franciscans, the general of which, Michael de Cesena, appointed him to write against Pope John XXII, who excommunicated both. Occam afterward made his submission and was absolved. He died in 1347. His works were published at Paris in 2 volumes, folio, 1476.",,Great Britain,male,case2,D,d.,d.,1347.0,,,,,,,1302.0,1347.0,D,Occam,Divines and Metaphysicians &cc,20.0,99.0,119,90.0,https://en.wikipedia.org/wiki/William_of_Ockham
Ocellus Lucanus,1680.0,Ocellus,Watkins,"A Greek philosopher of the school of Pythagoras, and called on account of his birthplace Lucanus. He wrote a piece on kings and kingdoms, of which only some fragments remain; but his work on the universe is extant. The best edition is that of Amsterdam, 1683, 8vo.",Moreri,,male,case13,B,fl. ab.,,,,,fl. ab.,450.0,,,420.0,465.0,HP,Ocellus Lucanus,Divines and Metaphysicians &cc,13.0,99.0,112,90.0,https://en.wikipedia.org/wiki/Ocellus_Lucanus
Octavius Horatianus,1681.0,,,,,,,case3,A,fl.,,,,,fl.,370.0,,,340.0,385.0,Ph,Octavius Hor:,Mathematicians &cc Physicians,5.0,69.0,74,90.0,https://en.wikipedia.org/wiki/Octavia_(gens)
Odenatus,1682.0,Odenatus,Watkins,"King of Palmyra, who made war against Sapor, king of Persia, with great successes. The emperor Gallienus associated Odenatus with him in the empire, and conferred the title of Augusta on his wife Zenobia. Odenatus was assassinated with his son Herodian, by Meonius, a relative on whom they had conferred many favours, A.D. 267. Zenobia then assumed the government under the title of queen of the East.",Moreri,Turky in Asia,male,case2,D,d.,d.,267.0,,,,,,,222.0,267.0,,Odenatus,Statesmen and Warriors,7.0,127.0,134,90.0,https://en.wikipedia.org/wiki/Odaenathus
Odo Cantianus,1683.0,Odo of Kent,Watkins,"Abbot of the Benedictines in his native country in the 12th century, who wrote a legend on the Miracles of Thomas à Becket.",Moreri,,male,case2,D,d.,d.,1171.0,,,,,,,1126.0,1171.0,D,Odo Cant,Divines and Metaphysicians &cc,22.0,99.0,121,90.0,https://en.wikipedia.org/wiki/Odo_of_Canterbury
Odo St.,1684.0,Odo (St.),Watkins,"Abbot of Clugni, in France, was born at Tours in 879. His piety greatly contributed to increase the congregation of Clugni, and his talents were respectable. He wrote several religious pieces, and died about 943.",Moreri,France,male,case1,C,d. (LL),d.,942.0,,,,,,64.0,878.0,942.0,D,St. Odo,Divines and Metaphysicians &cc,17.0,99.0,116,90.0,https://en.wikipedia.org/wiki/Odo_of_Cluny
"Odoacer, King of the Heruli",1685.0,Odoacer,Crabb,"A king of the Heruli, who destroyed the western empire of Rome, and called himself king of Italy, A.D. 476",,Germany,male,case2,D,d.,d.,492.0,,,,,,,447.0,492.0,,Odoacer,Statesmen and Warriors,20.0,127.0,147,90.0,https://en.wikipedia.org/wiki/Odoacer
Odurius Vitalis,1686.0,"Vitalis, Odericus",Crabb,"An english historian, was born 1075, and was living in 1143. His 'Historiae Ecclesiasticae Lib. XIII, &c. was published by Duchesne in his 'Scriptores Normanni'.",,Great Britain,male,case3,A,fl.,,,,,fl.,1141.0,,,1111.0,1156.0,H,Odericus V.,Historians and Antiquaries Lawyers,7.0,0.0,7,90.0,https://en.wikipedia.org/wiki/Orderic_Vitalis
Oecolampadius,1687.0,Oecolampapius (John),Watkins,"A German divine, was born in Franconia in 1482. In 1522 he became professor of divinity, and principal preacher at Basile. He joined with Zuinglius against Luther on the sacrament, and wrote a smart book on the subject. In 1528 he married, on which Erasmus thus writes, ""Oecolampadius hath taken to himself a wife, a pretty girl He wants, I suppose, to mortify the flesh. Some call Lutheranism a tragedy, I call it a comedy, where distress usually ends in a wedding."" He died in 1531. His works are numerous.",,Germany,male,case1,C,d. (LL),d.,1531.0,,,,,,49.0,1482.0,1531.0,D,Oecolampadius,Divines and Metaphysicians &cc,5.0,99.0,104,90.0,https://en.wikipedia.org/wiki/Johannes_Oecolampadius
Oecumenius,1688.0,Oecumenius,Watkins,"A Greek writer of the 10th century, whose works on the New Testament were printed at Paris, with those of Aretas, in 2 vols. folio",Moreri,,male,case13,B,fl. ab.,,,,,fl. ab.,990.0,,,960.0,1005.0,D,Oecumenius,Divines and Metaphysicians &cc,12.0,99.0,111,90.0,https://en.wikipedia.org/wiki/Oecumenius
Oedipus,1689.0,Oedipus,Crabb,"a son of Laius, king of Thebes, and Jocasta, so called [Greek language name] a tumore pedum, the swelling of his feet, because his father having ordered him to be killed as soon as he was born,
 he was exposed by his mother's desire on the mountain Cithaeron; where he was suspended by his feet to a tree, and in that situation was found by one of the shepherds of Polybius, king of Corinth, whose wife Periboea having no children, educated him as her own child. He afterwards, according
 to the oracle, unknowingly killed his father, and married his mother Jocasta, and having rid the country of Thebes of the Sphynx by resolving the enigma which was proposed to him, as a reward he obtained the Theban throne; but as soon as the fatal discovery was made which unveiled to him his crime and his misfortunes, he put out his own eyes; and retiring to Attica, led by his daughter Antigone, he was swallowed up, according to an oracle, by the earth opening, near Colonos, where there was a grove sacred to the Furies. The story of Oedipus has been made the subject of more than one tragedy by Sophocles, Euripides, and Seneca.",,Turky in Europe,male,case3,A,fl.,,,,,fl.,-958.0,,,-988.0,-943.0,,Oedipus,Statesmen and Warriors,20.0,127.0,147,90.0,https://en.wikipedia.org/wiki/Oedipus
Oenopides,1690.0,,,,,,male,case3,A,fl.,,,,,fl.,-560.0,,,-590.0,-545.0,M,Oenopides,Mathematicians &cc Physicians,20.0,69.0,89,56.0,https://en.wikipedia.org/wiki/Oenopides
Oenotrus,1691.0,,,,,Turky in Europe,male,case3,A,fl.,,,,,fl.,-1028.0,,,-1058.0,-1013.0,,,,,,0,90.0,https://en.wikipedia.org/wiki/Oenotrus
Offa of Mercia,1692.0,Offa,Watkins,"King of Mercia, succeeded Ethelbald in 755. He murdered Ethelbert, king of the East Angles, and took possession of his kingdom. To make atonement for his guilt he gave the tenth of his goods to the church, made a journey to Rome, instituted the tax called Peter-pence, and built the monastery at St. Alban's. He died in 794.",,Great Britain,male,case2,D,d.,d.,794.0,,,,,,,749.0,794.0,,Offa,Statesmen and Warriors,25.0,127.0,152,90.0,https://en.wikipedia.org/wiki/Offa_of_Mercia
Ogyges,1693.0,,,,,,male,case3,A,fl.,,,,,fl.,-1125.0,,,-1155.0,-1110.0,,Ogyges,Statesmen and Warriors,20.0,127.0,147,90.0,https://en.wikipedia.org/wiki/Ogyges
Oktah,1694.0,,,,,,,case1,C,d. (LL),d.,1238.0,,,,,,56.0,1182.0,1238.0,,Octah,Statesmen and Warriors,5.0,127.0,132,90.0,https://en.wikipedia.org/wiki/%C3%96gedei_Khan
Olaus Magnus,1695.0,"Magnus, Olaus",Crabb,"Brother to the preceding, and his successor of the see of Upsal, died in 1555, after displaying no less
 zeal against the innovations that were then set on foot on pretence of reformation. He was the author of 'Epitome Historite de Gentibus Septentrionalibus,' 4to. Antv. 1558, fol. Venet. 1565, Bas. 1567, &c.",,Northern Crowns,male,case2,D,d.,d.,1544.0,,,,,,,1499.0,1544.0,H,Olaus M,Historians and Antiquaries Lawyers,18.0,0.0,18,90.0,https://en.wikipedia.org/wiki/Olaus_Magnus
Oldcastle,1696.0,Oldcastle (Sir John) Lord Cobham,Watkins,"Was born in the reign of Edward III. In that of Henry IV. he commanded the English army in France, where he compelled the duke of Orleans to raise the siege of Paris. He was an adherent of Wickliffe's doctrines, which he propagated with such zeal, that in the reign of Henry V. he was sent to the Tower, from whence he made his escape, but was taken in Wales. Being conveyed to London he was condemned to be hanged and burnt, which sentence was executed with circumstances of peculiar barbarity in St. Giles's, in 1417. He wrote Twelve Conclusions, addressed to the parliament of England.",,Great Britain,male,case2,D,d.,d.,1417.0,,,,,,,1372.0,1417.0,D,Oldcastle,Divines and Metaphysicians &cc,22.0,99.0,121,90.0,https://en.wikipedia.org/wiki/%C3%96gedei_Khan
Olivarez,1697.0,Olivares (Gaspar de Guzman count de),Watkins,"An eminent Spanish statesman who was in great favour with Philip IV. He became prime minister in the room of the duke de Uzeda, and began his political career by several useful regulations; but his haughty conduct occasioned a revolt in Catalonia, and the separation of Portugal from Spain. Olivares was disgraced, and died of chagrin at Toro in 1643.",Moreri,Italy,male,case2,D,d.,d.,1640.0,,,,,,,1595.0,1640.0,,Olivarez,Statesmen and Warriors,8.0,127.0,135,90.0,"https://en.wikipedia.org/wiki/Gaspar_de_Guzm%C3%A1n,_Count-Duke_of_Olivares"
"Oliver, Isaac",1698.0,Oliver (Isaac),Watkins,"An English painter in the reign of queen Elizabeth. He painted historical pieces, but chiefly miniatures in a style of exquisite beauty. His pictures are marked with phi. He died in 1617.",,France,male,case1,C,d. (LL),d.,1617.0,,,,,,61.0,1556.0,1617.0,Pa,J. Oliver,Artists Poets,23.0,43.0,66,90.0,https://en.wikipedia.org/wiki/Isaac_Oliver
Olympiodorus,1699.0,Olympiodorus,Watkins,"A peripatetic philosopher of Aegypt, who lived in the time of Theodosius II. and wrote a history of Honorius in Greek; also Commentaries on the Meteors of Aristotle, and the Life of Plato.",,Africa,male,case3,A,fl.,,,,,fl.,443.0,,,413.0,458.0,H,Olympiodorus,Historians and Antiquaries Lawyers,21.0,0.0,21,90.0,https://en.wikipedia.org/wiki/Olympiodorus_of_Thebes
Olympus,1700.0,Olympus,Crabb,"A poet and musician of Mysia, son of Maeon,
 and disciple to Marsyas, who lived before the Trojan war.",,,male,case3,A,fl.,,,,,fl.,-340.0,,,-370.0,-325.0,M,Olympus,Mathematicians &cc Physicians,16.0,69.0,85,57.0,https://en.wikipedia.org/wiki/Olympus_(musician)
Omar,1701.0,Omar I.,Watkins,"Second caliph of the mussulmans after Mahomet. He defeated Ali, whom the impostor had appointed to be his sussesor. After this Omar made rapid conquests in the east, and committed the greatest violences to establish the mohammedan faith. This barbarian, after taking Alexandria, burnt the famous library which had been founded there by Ptolomy Philadelphus. In 638 he took Jerusalem, after a siege of two years, but was assassinated in that city in 644, by a Persian slave.",,Arabia,male,case1,C,d. (LL),d.,643.0,,,,,,63.0,580.0,643.0,,Omar,Statesmen and Warriors,4.0,127.0,131,90.0,https://en.wikipedia.org/wiki/Umar
Onesicratus,1702.0,Onesicritus,Watkins,"A cynic philosopher, who attended Alexander the Great in his Indian expedition. He had several conferences with the Brahmins, particularly Calanus, who was so plealed with him as to accompany him to Persia. Onesicritus wrote a History of Alexander.",,Turky in Europe,male,case3,A,fl.,,,,,fl.,332.0,,,302.0,347.0,HP Cyn,Onesicritus,Divines and Metaphysicians &cc,5.0,99.0,104,90.0,https://en.wikipedia.org/wiki/Onesicritus
Onias,1703.0,Onias,Crabb,"high-priest of the Jews, .son and successor of Jeddoa, or Jaddas, was raised to the priesthood,
 A. M. 3682, A. C. 320, and governed for 20 years.",,,male,case2,D,d.,d.,-302.0,,,,,,,-347.0,-302.0,J,,,,,0,90.0,https://en.wikipedia.org/wiki/Onias_I
Onkelos,1704.0,Onkelos,Watkins,"Surnamed the Proselyte, a Jewish rabbi in the time of our Saviour. He was the author of the Chaldee Targum on the Pentateuch, which is highly esteemed by the Jews.",,Italy,male,case3,A,fl.,,,,,fl.,20.0,,,-10.0,35.0,J,Onkelos,Divines and Metaphysicians &cc,6.0,99.0,105,90.0,https://en.wikipedia.org/wiki/Onkelos
Onosander,1705.0,Onasander,Crabb,"A Platonic philosopher, who lived under the Roman emperors, and, as is conjectured, in the time of Claudius and Xero. His book, entitled 'Strategicus, seu de Imperatoris Institutione,' was first published in the Greek, with a Latin translation by Nicolaus Rigault, 4to. Paris. 1599; but the reprint by Aemilius Portus in 1600 is preferred. An edition by Schwebelius, fol. Norimb. 1762, is also esteemed. This work has been translated into Italian, French, and Spanish.",,Italy,male,case13,B,fl. ab.,,,,,fl. ab.,50.0,,,20.0,65.0,HP,Onosander,Divines and Metaphysicians &cc,25.0,99.0,124,90.0,https://en.wikipedia.org/wiki/Onasander
Oppian,1706.0,Oppian,Watkins,"A Greek poet and grammarian in the second century. He was a native of Cilicia, and wrote a poem on fishing, entitled, Halieutics, which is extant; also some works on painting. He died at the age of 30. The best edition of Oppian is that of Rittershusius, Leyden, 1597, 8vo.",,,male,case1,C,d. (LL),d.,213.0,,,,,,30.0,183.0,213.0,P,Oppian,Artists Poets,9.0,43.0,52,90.0,https://en.wikipedia.org/wiki/Oppian
"Orange, William of",1707.0,"Orange, William, Prince of",Crabb,"Of the house of Nassau, was born in 1533, and, being elected governor of the United Provinces, was one of the principal leaders of the party that revolted against the power of Spain, and, after havng rendered himself formidable by his military prowess and valour, he was cut off by the hand of an
 assassin named Balthazar Gerard, who shot him in his own house in 1584.",,Germany,male,case2,D,d.,d.,1584.0,,,,,,,1539.0,1584.0,,Wm. Of Orange,Statesmen and Warriors,11.0,127.0,138,90.0,https://en.wikipedia.org/wiki/William_the_Silent
Ordonno of Leon,1708.0,Ordogno II,Crabb,"Second son of Alphonso III, succeeded his brother Garcias in 914, and died in 923, when he was succeeded by Alphonso IV.",,Spain,male,case2,D,d.,d.,923.0,,,,,,,878.0,923.0,,Ordonno,Statesmen and Warriors,13.0,127.0,140,90.0,https://en.wikipedia.org/wiki/Ordo%C3%B1o_II_of_Le%C3%B3n
Organa (Andrea),1709.0,Orgagna (Andrew),Watkins,"An Italian painter, was born at Florence in 1329. He was also a sculptor and architect. In a picture of the Last Day he represented his friends in paradise, and his enemies in hell. He died in 1889.",,,,case1,C,d. (LL),d.,1389.0,,,,,,60.0,1329.0,1389.0,Pa,Organa,Artists Poets,22.0,43.0,65,90.0,
Oribasius,1710.0,Oribasius of Pergamus,Watkins,"Physician to Julian the Apellate. He wrote Medical Collections, composed from the works of Galen, and two others on anatomy. His works were published at Leyden in 1745, 4to.",,Turky in Asia,male,case2,D,d.,d.,398.0,,,,,,,353.0,398.0,Ph,Oribasius,Mathematicians &cc Physicians,4.0,69.0,73,90.0,https://en.wikipedia.org/wiki/Oribasius
Origen,1711.0,Origen,Watkins,"A father of the church, was born at Alexandria A.D. 185, of Christian parents. He devoted much of his time to the study of the Scriptures, and by his exhortations his father was encouraged to endure martyrdom. Origen taught grammar for his own support, and that of his mother and brethren. Demetrius bishop of Alexandria relieved him from this employment by appointing him catechist of his church. His austerities were very great, and taking the Scripture in the most rigid sense, he castrated himself, to become qualified for the kingdom of heaven. From Alexandria he went to Rome, where he began his famous Hexapla, or the Bible in different languages. At the command of his bishop, he returned to Alexandria and was ordained. Soon after this, he began his Commentaries on the Scriptures; but Demetrius, who envied his reputation, persecuted him with violence, and in a council assembled in 231, it was decreed that Origen should desist from preaching and quit the city. On this, he went to Caesarea, where he was well received by the bishop, and permitted to preach, which gave additional offense to his persecutors, who excommunicated him. Though he was thus treated at home, he met with the greatest respect wherever he went. He was confuted in several episcopal synods; but in the persecution under Decius, he was thrown into prison and put to the torture. On his release, he applied himself to his ministerial labors and to writing. He died in 254. In the works of Origen, which make 4 vols. folio, there are many conjectural opinions, particularly with respect to the Trinity and the punishment of devils and sinful men.","Cave, Dupin",Italy,male,case1,C,d. (LL),d.,254.0,,,,,,69.0,185.0,254.0,F,Origen,Divines and Metaphysicians &cc,12.0,99.0,111,90.0,https://en.wikipedia.org/wiki/Origen
Orlando,1712.0,,,,,France,male,case2,D,d.,d.,778.0,,,,,,,733.0,778.0,,Orlando,Statesmen and Warriors,14.0,127.0,141,90.0,https://en.wikipedia.org/wiki/Roland
Orobio,1713.0,Orobio (Balthazar),Watkins,"A famous Spanish jew, was born at Seville, and secretly bred up in the jewish religion, though he outwardly professed himself a roman catholic, and became professor of metaphysics at Salamanca. He applied to the study of medicine, but being suspected of judaism, he was seized by the inquisition, and kept in prison three years, during which he suffered dreadful tortures. On regaining his liberty he went to France, and from thence to Amsterdam, where he practiced physic, and was circumcised, on which occasion he changed his name to Isaac. He died in 1687. Orobio wrote a book against Spinoza, entitled Certamen philosophicum. Limborch had a conference with him on the subject of the christian religion, of which he published a celebrated book with this title, Amica Collatio cum crudito Judaeo, 4to.",,Portugal,male,case2,D,d.,d.,1687.0,,,,,,,1642.0,1687.0,J,,,,,0,90.0,https://en.wikipedia.org/wiki/Isaac_Orobio_de_Castro
